dni,asesor,area,sede,fecha_ingreso,estado_trabajador,anio,mes,periodo,aprobacion_inmediata_pct,horas_conexion_acumulado,horas_conexion_pct,tmo_minutos,nps_pct,calidad_pct,tipificacion_crm_pct,nota_examen,atendidas,reg_crm,nc_aprobacion,nc_horas_conexion,nc_tmo,nc_nps,nc_calidad,nc_tipificacion,alerta_aprobacion,alerta_horas_conexion,alerta_tmo,alerta_nps,alerta_calidad,alerta_tipificacion,score_final,semaforo_actual,tmo_original_bronze,semaforo_mes_siguiente,score_mes_siguiente,periodo_siguiente
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2024,05,2024-05,45.0,196.43321428571429,94.85357142857143,5.952142857142857,61.94,79.89285714285714,91.35714285714286,15.0,26903.0,24465.0,0.0,97.07,4.79,12.4,49.46,106.79,Crítico,Por mejorar,Crítico,Crítico,Crítico,Adecuado,36.81,Rojo,6.94,Rojo,67.2,2024-06
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2024,06,2024-06,50.0,189.3592857142857,94.95428571428572,6.0675,76.95,74.03571428571429,84.75,13.107142857142858,28496.0,24198.0,100.0,99.09,0.0,150.0,20.18,47.5,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,67.2,Rojo,6.91,Ámbar,80.42,2024-07
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2024,07,2024-07,55.0,196.26785714285714,94.77428571428571,5.883928571428571,78.94,75.89285714285714,88.67857142857143,13.535714285714286,23615.0,20900.0,150.0,95.49,11.61,150.0,29.46,86.79,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,80.42,Ámbar,6.95,Ámbar,72.35,2024-08
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2024,08,2024-08,45.0,198.10642857142858,95.66142857142857,5.9382142857142854,77.52,81.25,88.89285714285714,14.892857142857142,25474.0,22638.0,0.0,106.61,6.18,150.0,56.25,88.93,Crítico,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,72.35,Ámbar,6.96,Rojo,28.17,2024-09
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2024,09,2024-09,45.0,191.00178571428572,95.77928571428572,6.029642857142857,61.46,75.39285714285714,88.75,13.428571428571429,26762.0,23795.0,0.0,107.79,0.0,7.6,26.96,87.5,Crítico,Adecuado,Crítico,Crítico,Crítico,Por mejorar,28.17,Rojo,6.94,Ámbar,76.77,2024-10
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2024,10,2024-10,50.0,196.3325,94.80571428571429,5.882142857142857,77.82,76.60714285714286,89.03571428571429,13.428571428571429,25515.0,22662.0,100.0,96.11,11.79,150.0,33.04,90.36,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,76.77,Ámbar,6.95,Rojo,61.91,2024-11
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2024,11,2024-11,45.0,190.27714285714285,95.41464285714285,5.950714285714286,72.67,81.32142857142857,86.42857142857143,15.25,27289.0,23637.0,0.0,104.15,4.93,119.7,56.61,64.29,Crítico,Adecuado,Crítico,Adecuado,Crítico,Crítico,61.91,Rojo,6.89,Rojo,59.81,2024-12
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2024,12,2024-12,55.0,196.60535714285714,94.93785714285714,6.035714285714286,68.91,75.92857142857143,87.0,13.857142857142858,25002.0,21711.0,150.0,98.76,0.0,82.1,29.64,70.0,Adecuado,Por mejorar,Crítico,Por mejorar,Crítico,Por mejorar,59.81,Rojo,6.91,Rojo,51.24,2025-01
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,01,2025-01,50.0,196.85142857142858,95.05607142857143,5.98,67.3,76.14285714285714,86.60714285714286,13.857142857142858,26028.0,22696.0,100.0,100.56,2.0,66.0,30.71,66.07,Adecuado,Adecuado,Crítico,Crítico,Crítico,Crítico,51.24,Rojo,6.84,Ámbar,72.55,2025-02
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,02,2025-02,55.0,173.45928571428573,94.22964285714286,6.037857142857143,75.07,75.82142857142857,85.89285714285714,13.892857142857142,25239.0,21742.0,150.0,84.59,0.0,143.7,29.11,58.93,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,72.55,Ámbar,6.95,Rojo,49.81,2025-03
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,03,2025-03,50.0,196.0725,94.68035714285715,6.076071428571429,67.12,75.32142857142857,87.75,13.571428571428571,27608.0,24074.0,100.0,93.61,0.0,64.2,26.61,77.5,Adecuado,Por mejorar,Crítico,Crítico,Crítico,Por mejorar,49.81,Rojo,6.99,Rojo,62.18,2025-04
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,04,2025-04,55.0,187.90964285714287,94.2275,5.957857142857143,68.69,76.78571428571429,89.42857142857143,14.035714285714286,27380.0,24537.0,150.0,84.55,4.21,79.9,33.93,94.29,Adecuado,Por mejorar,Crítico,Por mejorar,Crítico,Por mejorar,62.18,Rojo,6.98,Rojo,65.85,2025-05
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,05,2025-05,50.0,194.59607142857143,93.96714285714286,5.8375,69.69,81.03571428571429,88.39285714285714,14.964285714285714,29084.0,25676.0,100.0,79.34,16.25,89.9,55.18,83.93,Adecuado,Por mejorar,Crítico,Por mejorar,Crítico,Por mejorar,65.85,Rojo,6.96,Rojo,28.93,2025-06
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,06,2025-06,45.0,189.2367857142857,94.89285714285714,5.958214285714286,60.76,78.92857142857143,87.0,14.5,27765.0,24148.0,0.0,97.86,4.18,0.6,44.64,70.0,Crítico,Por mejorar,Crítico,Crítico,Crítico,Por mejorar,28.93,Rojo,6.98,Ámbar,84.29,2025-07
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,07,2025-07,50.0,196.1625,94.72285714285714,5.986428571428571,76.96,85.42857142857143,87.78571428571429,15.5,25609.0,22630.0,100.0,94.46,1.36,150.0,77.14,77.86,Adecuado,Por mejorar,Crítico,Adecuado,Por mejorar,Por mejorar,84.29,Ámbar,6.89,Rojo,34.0,2025-08
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,08,2025-08,45.0,197.27107142857142,95.25714285714285,5.695,61.87,75.0,88.46428571428571,13.25,25689.0,22740.0,0.0,102.57,30.5,11.7,25.0,84.64,Crítico,Adecuado,Crítico,Crítico,Crítico,Por mejorar,34.0,Rojo,6.75,Rojo,43.02,2025-09
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,09,2025-09,45.0,188.7732142857143,94.66142857142857,6.166428571428572,68.55,77.57142857142857,84.60714285714286,13.642857142857142,27928.0,23738.0,0.0,93.23,0.0,78.5,37.86,46.07,Crítico,Por mejorar,Crítico,Por mejorar,Crítico,Crítico,43.02,Rojo,6.99,Rojo,49.04,2025-10
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,10,2025-10,45.0,195.22142857142856,94.26857142857143,6.098928571428571,67.83,82.28571428571429,87.32142857142857,15.0,28486.0,25001.0,0.0,85.37,0.0,71.3,61.43,73.21,Crítico,Por mejorar,Crítico,Por mejorar,Crítico,Por mejorar,49.04,Rojo,6.95,Ámbar,70.98,2025-11
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,11,2025-11,50.0,188.3057142857143,94.4275,6.083571428571428,73.9,80.35714285714286,86.17857142857143,14.892857142857142,27514.0,23633.0,100.0,88.55,0.0,132.0,51.79,61.79,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,70.98,Ámbar,6.99,Rojo,61.79,2025-12
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2025,12,2025-12,45.0,196.72285714285715,94.99357142857143,5.856428571428571,77.5,76.14285714285714,83.75,14.0,26293.0,22056.0,0.0,99.87,14.36,150.0,30.71,37.5,Crítico,Por mejorar,Crítico,Adecuado,Crítico,Crítico,61.79,Rojo,7.0,Ámbar,72.81,2026-01
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2026,01,2026-01,50.0,196.80892857142857,95.03535714285714,6.098214285714286,76.7,78.82142857142857,84.25,14.0,27376.0,23032.0,100.0,100.35,0.0,150.0,44.11,42.5,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Crítico,72.81,Ámbar,6.93,Rojo,66.45,2026-02
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2026,02,2026-02,45.0,174.17857142857142,94.62071428571429,6.196785714285714,77.98,78.71428571428571,88.82142857142857,14.285714285714286,27082.0,23943.0,0.0,92.41,0.0,150.0,43.57,88.21,Crítico,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,66.45,Rojo,6.99,Rojo,52.03,2026-03
43290896,Patricia Aguilar Castillo,Monitoreo de Incidencias,Los Olivos,2023-04-09,Activo,2026,03,2026-03,50.0,197.09857142857143,95.17535714285714,6.065357142857143,62.02,86.07142857142857,88.46428571428571,15.928571428571429,25058.0,22106.0,100.0,101.75,0.0,13.2,80.36,84.64,Adecuado,Adecuado,Crítico,Crítico,Por mejorar,Por mejorar,52.03,Rojo,6.99,Rojo,34.93,2026-04
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,01,2024-01,55.0,199.35714285714286,96.26571428571428,5.965714285714285,76.94,80.0,88.46428571428571,14.857142857142858,26965.0,23860.0,150.0,112.66,3.43,150.0,50.0,84.64,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,85.42,Ámbar,6.89,Ámbar,71.68,2024-02
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,02,2024-02,55.0,181.37357142857144,94.58892857142857,5.861428571428571,72.34,76.67857142857143,87.28571428571429,13.678571428571429,25567.0,22370.0,150.0,91.78,13.86,116.4,33.39,72.86,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,71.68,Ámbar,6.85,Ámbar,86.08,2024-03
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,03,2024-03,50.0,198.24107142857142,95.72642857142857,5.892142857142857,77.88,82.92857142857143,89.53571428571429,15.321428571428571,25822.0,23096.0,100.0,107.26,10.79,150.0,64.64,95.36,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,86.08,Ámbar,6.94,Ámbar,85.53,2024-04
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,04,2024-04,55.0,190.06321428571428,95.30964285714286,5.861071428571429,75.59,80.57142857142857,87.0,14.392857142857142,27809.0,24082.0,150.0,103.1,13.89,148.9,52.86,70.0,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,85.53,Ámbar,6.86,Rojo,55.83,2024-05
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,05,2024-05,55.0,194.41607142857143,93.88,5.929285714285714,61.94,84.64285714285714,90.5,15.25,26011.0,23480.0,150.0,77.6,7.07,12.4,73.21,102.5,Adecuado,Por mejorar,Crítico,Crítico,Por mejorar,Adecuado,55.83,Rojo,6.98,Ámbar,78.43,2024-06
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,06,2024-06,50.0,188.145,94.34571428571428,5.935714285714286,76.95,78.82142857142857,89.92857142857143,14.178571428571429,27037.0,24351.0,100.0,86.91,6.43,150.0,44.11,99.29,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,78.43,Ámbar,6.99,Ámbar,72.77,2024-07
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,07,2024-07,50.0,196.30964285714285,94.795,6.008571428571429,78.94,77.14285714285714,86.75,14.321428571428571,26380.0,22784.0,100.0,95.9,0.0,150.0,35.71,67.5,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,72.77,Ámbar,6.96,Ámbar,79.58,2024-08
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,08,2024-08,55.0,197.07392857142858,95.16428571428571,6.123214285714286,77.52,76.82142857142857,88.39285714285714,14.0,26566.0,23442.0,150.0,101.64,0.0,150.0,34.11,83.93,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,79.58,Ámbar,6.96,Rojo,39.87,2024-09
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,09,2024-09,50.0,189.2475,94.89964285714285,5.952142857142857,61.46,77.85714285714286,87.39285714285714,14.464285714285714,26201.0,23001.0,100.0,97.99,4.79,7.6,39.29,73.93,Adecuado,Por mejorar,Crítico,Crítico,Crítico,Por mejorar,39.87,Rojo,6.99,Ámbar,77.59,2024-10
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,10,2024-10,50.0,196.66321428571428,94.96392857142857,6.008214285714286,77.82,81.35714285714286,85.96428571428571,14.535714285714286,27912.0,23966.0,100.0,99.28,0.0,150.0,56.79,59.64,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,77.59,Ámbar,6.96,Ámbar,74.52,2024-11
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,11,2024-11,55.0,188.92642857142857,94.73785714285714,5.729642857142857,72.67,75.71428571428571,87.57142857142857,13.678571428571429,26435.0,23307.0,150.0,94.76,27.04,119.7,28.57,75.71,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,74.52,Ámbar,6.94,Rojo,60.54,2024-12
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2024,12,2024-12,50.0,195.96714285714285,94.62892857142857,5.988214285714285,68.91,80.07142857142857,87.92857142857143,14.25,26803.0,23521.0,100.0,92.58,1.18,82.1,50.36,79.29,Adecuado,Por mejorar,Crítico,Por mejorar,Crítico,Por mejorar,60.54,Rojo,6.96,Rojo,60.44,2025-01
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,01,2025-01,50.0,196.66535714285715,94.96714285714286,5.906785714285714,67.3,81.71428571428571,87.5,14.642857142857142,25823.0,22510.0,100.0,99.34,9.32,66.0,58.57,75.0,Adecuado,Por mejorar,Crítico,Crítico,Crítico,Por mejorar,60.44,Rojo,6.83,Rojo,65.03,2025-02
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,02,2025-02,45.0,174.53321428571428,94.81357142857142,6.023571428571429,75.07,80.32142857142857,86.57142857142857,15.071428571428571,27977.0,24226.0,0.0,96.27,0.0,143.7,51.61,65.71,Crítico,Por mejorar,Crítico,Adecuado,Crítico,Crítico,65.03,Rojo,6.99,Rojo,61.09,2025-03
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,03,2025-03,55.0,196.2917857142857,94.78607142857143,6.0496428571428575,67.12,79.89285714285714,88.10714285714286,14.535714285714286,28312.0,25010.0,150.0,95.72,0.0,64.2,49.46,81.07,Adecuado,Por mejorar,Crítico,Crítico,Crítico,Por mejorar,61.09,Rojo,6.97,Rojo,59.57,2025-04
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,04,2025-04,50.0,188.62892857142856,94.58857142857143,5.952142857142857,68.69,77.25,90.78571428571429,13.892857142857142,27027.0,24357.0,100.0,91.77,4.79,79.9,36.25,103.93,Adecuado,Por mejorar,Crítico,Por mejorar,Crítico,Adecuado,59.57,Rojo,6.98,Rojo,57.05,2025-05
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,05,2025-05,45.0,197.46392857142857,95.3525,5.954285714285715,69.69,82.67857142857143,87.46428571428571,15.357142857142858,25472.0,22302.0,0.0,103.53,4.57,89.9,63.39,74.64,Crítico,Adecuado,Crítico,Por mejorar,Crítico,Por mejorar,57.05,Rojo,6.97,Rojo,28.95,2025-06
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,06,2025-06,45.0,186.50964285714286,93.52607142857143,5.936428571428571,60.76,78.75,89.53571428571429,14.357142857142858,25367.0,22877.0,0.0,70.52,6.36,0.6,43.75,95.36,Crítico,Por mejorar,Crítico,Crítico,Crítico,Por mejorar,28.95,Rojo,6.97,Ámbar,81.48,2025-07
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,07,2025-07,50.0,197.55964285714285,95.39785714285715,6.02,76.96,80.53571428571429,90.82142857142857,14.178571428571429,24989.0,22636.0,100.0,103.98,0.0,150.0,52.68,104.11,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Adecuado,81.48,Ámbar,6.93,Rojo,49.96,2025-08
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,08,2025-08,50.0,196.3632142857143,94.82071428571429,5.915,61.87,83.5,88.82142857142857,15.321428571428571,25528.0,22618.0,100.0,96.41,8.5,11.7,67.5,88.21,Adecuado,Por mejorar,Crítico,Crítico,Crítico,Por mejorar,49.96,Rojo,7.0,Rojo,63.73,2025-09
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,09,2025-09,50.0,189.01892857142857,94.78428571428572,5.971071428571428,68.55,82.82142857142857,87.92857142857143,15.25,26298.0,22915.0,100.0,95.69,2.89,78.5,64.11,79.29,Adecuado,Por mejorar,Crítico,Por mejorar,Crítico,Por mejorar,63.73,Rojo,6.91,Rojo,55.08,2025-10
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,10,2025-10,50.0,197.05035714285714,95.15214285714286,5.9382142857142854,67.83,79.60714285714286,83.85714285714286,14.5,27181.0,22662.0,100.0,101.52,6.18,71.3,48.04,38.57,Adecuado,Adecuado,Crítico,Por mejorar,Crítico,Crítico,55.08,Rojo,6.82,Ámbar,73.3,2025-11
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,11,2025-11,50.0,189.05428571428573,94.80214285714285,5.913214285714286,73.9,78.71428571428571,88.07142857142857,14.321428571428571,27933.0,24409.0,100.0,96.04,8.68,132.0,43.57,80.71,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,73.3,Ámbar,6.94,Rojo,66.9,2025-12
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2025,12,2025-12,45.0,197.32964285714286,95.2875,6.140714285714286,77.5,79.89285714285714,86.75,14.392857142857142,27910.0,24225.0,0.0,102.88,0.0,150.0,49.46,67.5,Crítico,Adecuado,Crítico,Adecuado,Crítico,Crítico,66.9,Rojo,6.99,Ámbar,88.0,2026-01
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2026,01,2026-01,50.0,195.27785714285713,94.29571428571428,6.132857142857143,76.7,87.92857142857143,89.5,15.571428571428571,27947.0,24910.0,100.0,85.91,0.0,150.0,89.64,95.0,Adecuado,Por mejorar,Crítico,Adecuado,Por mejorar,Por mejorar,88.0,Ámbar,6.96,Ámbar,79.46,2026-02
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2026,02,2026-02,50.0,176.3257142857143,95.78642857142857,5.975,77.98,81.53571428571429,86.25,14.5,27225.0,23518.0,100.0,107.86,2.5,150.0,57.68,62.5,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Crítico,79.46,Ámbar,6.98,Rojo,43.86,2026-03
43333523,José Castillo Rojas,Atención Operativa,San Isidro,2022-11-12,Activo,2026,03,2026-03,55.0,196.21678571428572,94.74892857142858,6.178928571428571,62.02,77.82142857142857,86.28571428571429,14.428571428571429,25597.0,22148.0,150.0,94.98,0.0,13.2,39.11,62.86,Adecuado,Por mejorar,Crítico,Crítico,Crítico,Crítico,43.86,Rojo,6.96,Rojo,43.1,2026-04
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,01,2024-01,50.0,196.79214285714286,95.02821428571428,6.083214285714286,76.94,80.60714285714286,88.28571428571429,14.5,28158.0,24876.0,100.0,100.28,0.0,150.0,53.04,82.86,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,79.07,Ámbar,6.99,Ámbar,71.17,2024-02
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,02,2024-02,50.0,181.98785714285714,94.91,5.973214285714286,72.34,81.42857142857143,87.42857142857143,14.714285714285714,26692.0,23366.0,100.0,98.2,2.68,116.4,57.14,74.29,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,71.17,Ámbar,6.89,Ámbar,84.78,2024-03
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,03,2024-03,55.0,196.6775,94.97107142857143,5.988571428571428,77.88,83.0,85.85714285714286,15.857142857142858,25995.0,22291.0,150.0,99.42,1.14,150.0,65.0,58.57,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Crítico,84.78,Ámbar,6.99,Rojo,61.01,2024-04
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,04,2024-04,45.0,189.26214285714286,94.90678571428572,6.0125,75.59,75.75,86.78571428571429,13.964285714285714,25197.0,21904.0,0.0,98.14,0.0,148.9,28.75,67.86,Crítico,Por mejorar,Crítico,Adecuado,Crítico,Crítico,61.01,Rojo,6.99,Rojo,51.72,2024-05
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,05,2024-05,55.0,194.54392857142858,93.94107142857143,6.035714285714286,61.94,84.53571428571429,87.57142857142857,15.714285714285714,26904.0,23636.0,150.0,78.82,0.0,12.4,72.68,75.71,Adecuado,Por mejorar,Crítico,Crítico,Por mejorar,Por mejorar,51.72,Rojo,6.99,Rojo,67.57,2024-06
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,06,2024-06,45.0,188.7017857142857,94.62535714285714,5.801785714285714,76.95,77.28571428571429,87.75,14.107142857142858,25928.0,22573.0,0.0,92.51,19.82,150.0,36.43,77.5,Crítico,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,67.57,Rojo,6.72,Ámbar,81.0,2024-07
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,07,2024-07,50.0,197.87642857142856,95.55,5.901785714285714,78.94,82.67857142857143,85.14285714285714,15.142857142857142,27233.0,22893.0,100.0,105.5,9.82,150.0,63.39,51.43,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Crítico,81.0,Ámbar,6.99,Ámbar,77.88,2024-08
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,08,2024-08,50.0,197.32107142857143,95.2825,5.956071428571429,77.52,78.42857142857143,88.67857142857143,14.357142857142858,27443.0,24165.0,100.0,102.83,4.39,150.0,42.14,86.79,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,77.88,Ámbar,6.87,Rojo,41.65,2024-09
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,09,2024-09,50.0,189.65035714285713,95.10178571428571,6.128571428571429,61.46,80.85714285714286,86.07142857142857,14.821428571428571,26900.0,23300.0,100.0,101.02,0.0,7.6,54.29,60.71,Adecuado,Adecuado,Crítico,Crítico,Crítico,Crítico,41.65,Rojo,6.99,Ámbar,80.03,2024-10
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,10,2024-10,55.0,196.59035714285713,94.92892857142857,6.006428571428572,77.82,77.53571428571429,88.25,14.25,26975.0,23807.0,150.0,98.58,0.0,150.0,37.68,82.5,Adecuado,Por mejorar,Crítico,Adecuado,Crítico,Por mejorar,80.03,Ámbar,6.95,Ámbar,74.05,2024-11
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,11,2024-11,50.0,190.75214285714284,95.65321428571428,6.111071428571429,72.67,81.75,88.78571428571429,14.892857142857142,26010.0,22953.0,100.0,106.53,0.0,119.7,58.75,87.86,Adecuado,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,74.05,Ámbar,6.89,Rojo,64.2,2024-12
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2024,12,2024-12,55.0,197.19571428571427,95.22285714285714,5.943928571428572,68.91,75.82142857142857,90.10714285714286,13.107142857142858,26054.0,23541.0,150.0,102.23,5.61,82.1,29.11,100.54,Adecuado,Adecuado,Crítico,Por mejorar,Crítico,Adecuado,64.2,Rojo,6.92,Rojo,43.88,2025-01
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2025,01,2025-01,45.0,196.285,94.7825,5.9660714285714285,67.3,78.14285714285714,86.96428571428571,13.464285714285714,25737.0,22348.0,0.0,95.65,3.39,66.0,40.71,69.64,Crítico,Por mejorar,Crítico,Crítico,Crítico,Crítico,43.88,Rojo,6.79,Ámbar,70.31,2025-02
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2025,02,2025-02,45.0,175.12464285714285,95.13607142857143,5.895714285714286,75.07,80.5,89.03571428571429,15.142857142857142,28657.0,25614.0,0.0,101.36,10.43,143.7,52.5,90.36,Crítico,Adecuado,Crítico,Adecuado,Crítico,Por mejorar,70.31,Ámbar,6.98,Rojo,69.36,2025-03
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2025,03,2025-03,55.0,197.95214285714286,95.58821428571429,5.701428571428571,67.12,81.71428571428571,87.10714285714286,14.892857142857142,26564.0,23071.0,150.0,105.88,29.86,64.2,58.57,71.07,Adecuado,Adecuado,Crítico,Crítico,Crítico,Por mejorar,69.36,Rojo,6.77,Rojo,69.33,2025-04
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2025,04,2025-04,50.0,189.74964285714285,95.15071428571429,5.773571428571429,68.69,82.57142857142857,88.96428571428571,15.142857142857142,25559.0,22720.0,100.0,101.51,22.64,79.9,62.86,89.64,Adecuado,Adecuado,Crítico,Por mejorar,Crítico,Por mejorar,69.33,Rojo,6.96,Rojo,50.08,2025-05
44484034,Lucía Mamani Aguilar,Monitoreo de Incidencias,Ate,2022-09-09,Activo,2025,05,2025-05,45.0,196.2342857142857,94.75857142857143,6.133571428571429,69.69,80.92857142857143,84.42857142857143,14.571428571428571,25199.0,21299.0,0.0,95.17,0.0,89.9,54.64,44.29,Crítico,Por mejorar,Crítico,Por mejorar,Crítico,Crítico,50.08,Rojo,6.99,Rojo,35.63,2025-06
